2022-11-08;1
2022-11-07;10
2022-11-06;4
2022-11-05;1
2022-11-04;11
2022-11-03;2
2022-11-02;2
2022-11-01;9
2022-10-31;6
2022-10-27;4
2022-10-26;2
2022-10-25;2
2022-10-24;1
2022-10-07;7
2022-10-06;7
2022-10-05;2
2022-10-04;1
2022-10-01;1
2022-09-29;1
2022-09-28;1
2022-09-06;4
2022-09-05;1
2022-08-30;1
2022-08-09;2
2022-08-08;1
2022-08-05;1
2022-08-03;1
2022-07-29;1
2022-07-28;2
2022-06-28;1
2022-06-08;2
2022-06-06;1
2021-11-11;1
2021-11-09;2
2021-10-13;1
2021-10-11;1
2021-09-26;1
2021-01-15;1
